id,text,label
30548,Yo me gusta muchisimo el fùtbol .,A1
13905,Cuando entremos a la sala yo estaba muy nerviosa y no pudo decir ni una palabra .,B1
34654,"Si es posible , quería saber si hay una biblioteca electrónica de la Universidad para que pudiera descargar la literatura necesaria de_antemano .",B2
13377,Ustedes pueden comprobar que hace mes y media cambié la cuenta de electricidad y gas desde EirGasEl a ustedes .,C1
7001,"Estoy muy descontenta con este servicio tan inapropiado y la falta de profesionalismo que no me han comunicado , como soy una cliente nuevo , si estan pasando unas complicaciones desde su lado .",C1
5219,"No me espero antes el medianoche , puedes acostar te sinmigo .",A1
15537,Perdí un cliente la semana pasada porque no tenía wifi y no podía responder a su pregunta urgente .,C1
26620,Lo veo absolutamente inadmisible que la gente fume en lugares públicos .,B2
26576,A el día siguiente a el salir de el supermercado encontró la familia a la vecina .,B1
36957,"cuando tengo un visa ,",B1
36989,"También , todos sabemos que la mitad de la enfermedades en nuestras hospitales , es porque se venden cigarillos en las bares , los kioscos , y los",B2
19419,Recuerdos a tu novio .,B1
15267,Actua el mismo con todas las personas .,A2
27927,yo vos escribo esta carta porque siempre yo visito un site en la que puedo encontrar todas las nuevas noveles .,B1
36076,"Me gustaria añadir a mi  currículum  conocimientos de lengua y literatura española , pues mucho me encanta esta lengua y intento ensenã la en escuelas privadas .",B2
42458,El peligro de la tercera persona es el argumento más común y también es la mayor razón que el gobierno prohibe la fuma en sitios público .,B2
10949,Estoy trabajando en nuestra escuela local ahora .,B1
13098,Con poco tiempo todo estaba de_novo bien y nuestos momentos juntos - en Esperança - fueron solo besos y cariños .,B1
38254,"Como mi esposa y yo llevamos nuestra hija a Vigo , fui motivado a que hiciese un curso de español , que empezé a el final de el año 2009 en el Instituto_Cervantes .",B2
5732,"Vivió con su familia : su padre , su madre y sus dos hermanos .",A2
3988,"El humo es nocivo para la salud , provoca cáncer , provoca enfermedades que conocemos y otras que todavía desconocemos , pero que de_todos_modos disminuye la capacidad de nuestro cuerpo .",B2
2828,"Buenas , espero que estejas bien .",A1
5226,"Soy de Pekin , mi pelo es negro ,",A1
196,"AHORA EN REUNION con mi compañeros , NO puedo venir porque es mas importante para mi vida proxima , grcias mi querida , muchas besos .",A1
22215,Cada persona que llega aquí tiene una cara persevera y estoy bastante orgullosa por ellos .,B1
39995,Soy una profesora de literatura y quiero cambiar el centro de enseñanza donde trabajo porque no esta cerca de mi casa .,A1
14646,"Allí yo tomó muchas fotos y también te envíe unas . la persona allí era cariñosa y simpática , cuando necesitabas ayuda , te ayudaba siempre .",A2
2725,"Durante la película , la protagonista desarrolla su personage con grand talento , caracterizando - a con mucha verdad .",C1
42757,¿ Cuanto cuesta recibir capacitación en su Universidad ?,B2
42937,Me encantaría conocer más su programa en siguientes médidas :,B2
31504,"Estoy en una escuela de comercio , tengo nuevos amigos y todo pasa bien .",B1
31542,He perdido mi equipaje y le hais enviado una semana después .,B1
41297,Cuando su padre murió su hermano Edward tuvó ser el Rey pero Edward fué mujeriego y fué enamorado de una persona casada y sus comportamientos no fueron buenos por un rey porque le gustaba las fiestas .,C1
6857,"Me gusta que ella me aconseje porque tiene muchas experiencias de vida , y también es una madre my comprensiva .",A2
1781,"La gente debe fumar en lugares específicamente para fumar , para que la sociedad no tienen que respirar el aire contaminado .",B2
31014,Me llamo Dianne y me apellido Prange .,A1
2264,"Los conflictos son constantes en la película , sea por Robert y su hermano , por Marília y su preferencia por Robert .",C1
29530,"Mi madre nacío en la provicia de HuBei , Cuando tenía 13 años , no estudió .",A2
20770,Tengo disponiblidad imediata para hacer este postgrado y me encantará obtner lo en mi Curriculum_Vitae .,B2
45860,Querida compañía aérea :,B1
45246,Ella es mas alta que todos nosotros amigos - chicas Y chicas !,A2
3530,"Espero la respuesta ,",A2
17895,"Soy marroqui de origen de Taza , perro vivo en tanger .",A1
19709,"Hace calor , y hace mocho sol .",A1
16539,Espero que pueda responder me cuanto_antes .,B1
28384,"Apesar_de toda la diversión , te extrañamos mucho .",A2
2971,"Nosotros hemos estudado en la misma clase desde que teníamos 10 años hasta la graduación de lo ensino medio , con 17 años , en la Escuela_Sagrada_Família .",A2
10802,He visitado mucho lugares como la famosa plaza_Jemaa_El_Fna y la antigua escuela_Ben_Youcef .,A2
23936,Jajaja .,A2
13034,No era falta de nadie en el pueblo .,C1
12461,Puedo caminar de el colegio a esa parada en_menos_de quince minutos .,B1
28045,Tiene pelo mediano y marrón .,A2
827,"Yo pienso que las personas queridas no se separán de nosotras , mismo después de la muerte .",A1
2448,"Después_de algunos años eso se hizo posible , y el libro fue publicado , por_otro_lado , la justicia continuaba no permitiendo le una muerte provocada .",C1
11627,"Ana le gustan leer , ver película y hacer yoga .",A2
45044,A o Señor+(a) Directora De,B2
35402,"Es ilegal fumar en los edificios publicos en Chicago y eso me hace feliz , porque puedo disfrutar me en restaurantes y barros sin preocupar me sobre los efectos secundarios de fumar .",B2
19155,Pero había pasado dos años y no me salía ningún buen medio .,B1
24380,Tengo suerte de tener una amiga como Elena .,A2
30589,Mucha gracías por tu colaboracíon y tu ayuda .,B1
42700,Mis oyos son azules y llevo las gafas para leer y trabajar en ordinatora,A1
40561,Me llamo rachib_hamza tengo 22 años estudio en collegio de el sal ( tansporte y logistiqua ) y trabajo con mi hermano en una empresa de transit en tiempo libre .,A1
32815,"Soy una persena muy estudiosa , de estatura mediana y pelo negro .",A1
12301,"Luego , ella me dijo que lo que me dijo era mentira .",B1
23613,Letícia_Andrade .,C1
14518,Por eso es securo .,A1
14957,"Me gustaría saber se hay una habitación triple disponible para el próximo Lunes , día veintinueve_de_Octubre .",A2
37662,"Decano de   la Facultad_de_Ingeniería ,",B2
18622,Me llamo Natalia .,A1
43031,El espacio en lo cual se pasa la película es una mansión rodeada por árboles y se llama  El_Cigaral  .,C1
39075,"Lo deseo mama , pero seguro que tu comprendes que estoy tan contenta que voy a buscar la a la estacion y despues vamos a comer en un pequeño restaurante que conoces bien donde se puede comer mariscos .",A1
7706,"Quien fuma , no lo siente como los otros y por eso no lo importa .",B2
19304,Me llamo Georgy .,A1
4776,"Viendré sola , por eso necesitaré una habitación sencilla .",A2
40454,Hice investigaciones en la Universidad_de_Paris_13 en el campo de el intercultural de los aires franceses y británicos con el Profesor Poirier .,B2
37690,"Besos cariñosos ,",A1
18730,La mayoría de la familia de mi papá vive dento_de una hora de Los_Angeles entonces estuve viajando todo baja_California .,A2
15486,Voy a exigir una compensácion para este e todos los demás custos por esta perdida .,B1
16181,Y por_supuesto comí el jamón .,A2
21720,Hoy llegaro tarde porque es necessario que trabajo en grupo para la escuela para un ejercicio para la proxima semana .,A1
25700,Vivimos todos en una pequeña ciudada llamada São_José_del_Rio_Pardo_y_Negro .,A1
17255,"Tenemos las mismas aficiones para bailar , viajar por Europa , cocinar los platos exóticos y cultivar los flores .",A2
44686, los otros,C1
32758,"Si tuviera mucho dinero y tiempo libre , compraria una casa de el mar y buscaria trabajo fijo .",B1
40526,El viaje duró 5 horas porque tuviemos que hacer escala en paris debido_a una pequeña avería con el ordenador instalado a_bordo pero nosotros estabamos demasiado entusiasmados con el destino que nos esperaba .,A2
9880,Entonces no me esperas . cena y duerme .,A1
31713,Estoy viviendo en Porto_Alegre con mis padres .,A1
9291,"Por eso yo voy llegar tarde en casa , no precisán esperar me .",A1
38808,"Además , quiero explorar programas que son más largos porque quiero immersar me en la vida latinoamericana , y entonces estoy buscando programas que duran casi dos o tres años .",B2
27629,Me llamo Nailya y mi apellido es Saifulina .,A1
39446,¿ Dónde está el hotel y como voy a el hotel después_de llegar a la aeropuerte de Shanghai ?,A2
10081,Mi familia es muy especial para mi .,A1
35410,"Estudie todavia los obras de algunos escritores como Pablo_Neruda ...... Garcia_Marquez y Roberto_Bolano , y me interesa particularmente la poesia de America_del_Sur .",B2
24620,"Hoy , voy a llegar tarde a casa y no deben esperar me .",A1
34444,¡ Hola compañeros !,A1
14761,Mis hermanos tienen 33 años .,A1
3245,"Otro miembro importantísimo de el elenco ( un ser que sí lo comparte todo con Julián -- comida , duchas , conversaciones , confesiones , todo ) es un enorme perro boxeador , Truman .",C1
14032,Me han dicho que salvara el diez porciento comparado con la otra compañia y eso no es verdad .,C1
10669,"Me encanta comunicar con otras personas y hacer amigos con ellos , porque creo que aprenderemos más si comuniquemos .",B2
10405,Despues de la clase yo voy salir con mis amigos a tomar unas cervezas y mirar un concierto .,A1
8114,P.S. yo necesitaré un caja fuerte para poner mi caretara y papeles importantes .,A2
12231,Vive en las afueras y no tiene dinero para sostentar su família y sus hermanos .,C1
959,"Mi mujere , Cindy , es simpatica y tiene pelo rubia .",A1
618,"En su tiempo libro , mi padre se gusta pintar , leer , jugar ténis y otros deportes , y muchas otras cosas .",A2
20649,"Solicito , se es posible , un cuarto en el primer piso ya_que estaré con una persona de edad .",A2
4308,"Quiero tener un vacacion más similar de este , porque California es mi lugar favorita a visitar .",A2
40608,Tambien me preguntaba si era posible estar en contacto con un profesor de aca para hablar de los cursos y de el nivel esperado en esta universidad .,B2
4293,"Á quien le interesa ,",C1
20777,Casi no puedo creer lo .,B1
16050,"Aprovechando que estamos cerca de la natividad , voy a hablar de una persona que admiro mucho : Jesus_Cristo .",A2
35145,"A mí personalmente me gustó toda la película en si , en_cuanto_a fotografía , música etc ... y realmente se lo recomendaría a toda persona porque merece la pena .",C1
13650,EL AMBIANTE FUE AGRADABLE PIENSO VOLVER POR EL PROXIMO AÑO .,A2
43602,¿ Es posible recoger la beca I que condiciones tiene la Univercidad para esto ?,B2
20576,Yo ahora vivo en London y estudio ingles en un universidad .,A1
11484,Prefiero el stilo deportivo .,A1
43386,¿ como esttais ?,A2
17210,Me gusta hacer deportes y conocer otras culturas .,A1
17222,"me famila es una grande famila , esta un ejemplo de la familia jordania . yo tengo siete hermanos , quatro hermanas y tres hermanos .",A1
17486,He pensado en la antigua casa de tu suegra .,B1
15566,Me inspira el mar y las vacaciones .,A2
20252,Se llama Misha .,A2
44399,¿ Podrían decir me qué ha pasado ?,B1
43864,¿ Ya has empezado a trabajar ?,B1
15526,"Hola , mama .",A1
3337,"Eramos séis : mi mujer y yo , mi hija y su novio , mi hijo y un buen amigo .",A2
30360,"Me llamo Luís , tengo 20 años y soy de Portugal ( más concretamente Barcelos ) .",A2
46136,Buenos dias usted :,B1
4771,"Estimados Señores , buenos días .",B2
13552,Carlos_Buñol .,A2
6399,"En los fines de semana , me gusta mucho leer los libros .",A1
37903,"Londres me encantó en todo , desde el clima hasta los monumentos , las calles , la noche es mágica y las personas son acesibles .",A2
18172,Tiengo muchas aficionas .,A1
21419,Yo llego tarde a casa por la tarde .,A1
44159,¿ Por qué no planeamos a cenar juntos la próxima semana ?,B1
31328,La crisis es muy grande en Europa y hay mucha gente en el paro .,A2
14851,Me gustó mucho allí .,A2
22895,Estoy casada desde dieciocho años y tengo dos hijos y una hija .,A1
754,"Te echo de menos , pero te veré pronto .",A2
9072,Al_contrario no quiero vivir en el campo todo el tiempo .,A1
9407,Quiero te dice que vamos a visitar os en Madrid a la primavera que viene .,B1
15529,Mi padre tiene sesenta_y_uno años y mi madre tiene cincuenta_y_ocho años .,A1
45522,¡ Salu2 !,A1
20832,"Estudié solo un año en mi escuala de secondario antes , pero es todo .",A1
20554,Despues eche un visto a otros sitios pro no ve a mi equipaje .,B1
42434,yo estuve en turkia en el año pasado,A2
13972,Tiene la cara redonda y blanca .,A1
21102,Un saludo Cordial .,A2
16358,Mientras_que estaba con ellas mi marido y mi hijo jugabamos a el tenis .,A2
24683,El momento que yo acuerdo el mejor es cuando hicimos safari .,B1
20294,Durante este viaje me equipaje perdio .,B1
22371,"El año pasado , fui a Hawaii y Nueva_York .",A2
45277,Que hagan lo que quieran !,B2
24156,El tiene ochenta_y_ocho anos .,A1
28298,Mi padre se llama Julien y mi madre se llama Gisèle .,A1
7369,Hoy me voy a llegar por las once_y_media en casa .,A1
37988,"¡ Quiero que me cuentes todo sobre sus nuevos amigos , sus clases y su vida en_general !",B1
41454,Es posible hacer el curso de 6 meses y elijir estudios especificos de Cervantes ?,B2
28355,"Como he dicho , es para el próximo fin de semana , 27 y 28_de_octubre .",A2
36689,"Le pido a usted que me compensa , este es mi número de teléfono para que ustedes me ponen más en contacto : 212_0603_24_76_0 .",B1
39506,Se te conviene podriá pasar a tu casa domingo 26_Junio para ver te y hablar un poco de nos problemas laborales .,B1
7809,En este correo quiero te decir de mi familia .,A1
8295,Me llamo Christel y viajo de Washington .,A2
24050,Fuimos a la playa .,A2
25845,"Mi padre , mi madre , mis dos hermanos mayores y yo .",A1
2254,"Ella nasció en Bahia en 1915 , hoy ella tiene 96 años és una mujer muy bela y fuerte , apesar_de tu edad .",A2
22479,Pero creo que este deva ser un de ellos .,B2
29587,Vive con sus padres y dos hermanas Lina y Aya .,A2
43646,¿ Hay un gimnasio y una piscina por_ejemplo ?,B2
554,"Estimado los señores ,",B2
16825,Mi hermana tiene 20 años y estudia gestion en un escuala publica .,A1
45154,Gracias por tus preguntas !,A1
13826,Creo que estos vacaciones son los mejores en mi vida .,A2
40592,¿ Todavía está yendo tan bien con Thomas ?,B1
11028,Lo siento si necesitaré poner_en_contacto con ti .,B1
35255,"Papá y Mamá , cómo están ?",A1
41057,¿ Existe algún sistema de descuentos ?,B2
44673,"Algo más , no puedo hablar sobre los otros aplicantes pero puedo decir que yo soy trabajador y nunca paso opurtunidades para mejorar .",B2
45488,"Yo quiero saber por_favor si puedo encontrar una habitacion con sus caracteristicas por el proximo jueves . tambien yo quiero saber los precios y los condiciones de la serva , porque ese dia es muy importante para mi .",A2
10428,Una persona que yo admiro mucho es mi mejor amiga Norma_Prado .,A2
18692,Todos trabajar+y trabajar+y viven com mi a mequinez .,A1
7759,"Busco una habitación doble para 3 noches , de 10 a 13_de_Deciembre .",A2
25715,Ya estoy hace veinte días intentando resolver todo y tampoco logré finalizar este asunto .,C1
6870,"Como no estuve preparada para la conferencia en Boston , compre las cosas que necesitaba .",B1
45286,No se preocupes ....,A1
5041,"Me gustaría saber cual es la duración , porque no vivo en el mismo continente y mi vida se queda dificil sin un plano .",B2
26938,Fútbol convertió su favorito cuando mi hermano y yo comenzamos jugar a el fútbol .,A2
38187,"Tuve que pedir disculpas de mis compañeros de trabajo , porque muchos datos quedaron en el portatil , sin ellos tuve que hacer mucho trabajo de_nuevo .",B1
5882,"Te gusta compar la ropa rojo , pasar con perro , ir libros , ir ai cine , escuchar música y ver la tele .",A1
8735,Pero sucediò asì_que los amigos perdieron uno a el otro .,B1
5173,"Io vivo em una ciudad muy bonita que tiene caracteristica europeia , pois tenemos muchos Ialianos , Alemas , Espanos que vive e contribuy com los costumbles locales .",A1
17020,"También , hago deporto todos los días por mi sanidad .",A1
46604,puede,A2
40832,¿ Se recuerdan de ella ?,A2
39663,El avión partió de el aeropuerto_Afonso_Pena en Curitiba a las ocho_de_la_noche y llegó en el aeropuerto_Santos_Dumont en Rio_de_Janeiro cerca de las_ nueve_y_veinte .,B1
13196,Porque hay muchos mariscos y el mar diversidad .,A2
26072,Yo quiero contar le sobre mi mejor amiga .,A2
30108,Emeline es mi mejor amiga y la admiro .,A2
25782,También me gusta viajar en avión para otros paises .,A1
1732,"Por_favor , no me espere .",A1
34634,"El vuelo se pasó normalmente , pero tuve un problema con mi equipaje , ya_que , llegando a mi destino , mis malas no estaban en el aeropuerto .",B1
13131,No lo devolvieron hasta el fin de mi viaje .,B1
36530,"Quisiera saber si me puedo quedar contigo , asi podriamos poner nos al_corriente de nuestras vidas y salir el viernes por la noche .",B1
42820,8 ) ¿ Qué debo hacer para matricular me en un curso ?,B2
37277,"Yo admiro a ahmed porque es un amigo fiel y porque es serio , es mi mejor amigo desde muchos años ya .",A2
15013,Espero que le guste de mi correo electrónico .,A1
10414,El verano pasado estuve en Moscú en mi casa de campo con mi familia .,A2
26942,"La mes que viene , quiero hacer vacaciones y yo quería quedar contigo .",B1
40807,Solicitud de informaciones de el programa de postgrado de lengua y literatura española,B2
22550,El Hotel era un Parador en el centro de las monatnas .,A2
21024,Mi madre se llama Yi_Zhou .,A1
33563,¡ recuerdos para la familia !,A2
9149,me gusto demasiado la vacaciones .,A1
13649,Puedo también enviar le los datos de mi carta de crédito .,A2
44140,¿ Como te encuentras ?,B1
793,"Claro , Barcelona se gano contra Real_Madrid !",A2
32032,Voy a pasar dos semanas en tu ciudad .,B1
39586,Me encanta mucho el lenguaje y decidi que ya es tiempo para hacer un cambio e integrar el idioma mas a mi vida .,B2
12824,Los dos ya trabajan .,A1
46479,Laila,C1
18466,Solicito una compencación por lo sucediso y baja de la compañia .,C1
8021,Ví muchas cosas .,A2
4921,"Amo escuchar me novio toca instrumentos ( la guitarra , el bajo , el piano , y la violinista ) .",A1
45915,lo bueno,C1
19292,Esperaré más dos semanas y ni más un segundo .,B1
33288,¡ Me gustan mis familia !,A1
32105,"Tengo dos hermanos , Michael y John ( Miguel y Juan ) .",A1
18380,"Lo admiro porque es simpático con sus amigos , y es un padre bueno .",A2
991,"A mí me gusta escuchar música , yo escucho música Esmañola , por_ejemplo : El flamenco , y escucho música de el tango argentino .",A1
41273,¿ Hay una posibilidad de becas ?,B2
26156,"Su mejor afecion es la escritura , la encanto y para mí puedo decir qué me gusta mucho sus escrituras .",A2
9698,Escribo este correo eletrónico con el fin de presentar me .,A1
2129,"Mas un pregunta , ¿ tiene restaurantes y danceterias cerca de el hotel ?",A2
16954,El mejor pueblo en que ya he estado .,A2
5535,"No_obstante , deberían existir más sitios exclusivos para fumantes , donde puedan divertir se y hacer_uso de sus cigarillos legalmente .",B2
26471,"Si pondría mi equipaje en el lugar correcto , nadie debe pierdo lo .",B1
42869,"Despues de un hora , el ladron fui cogido por la policia y la ladron ha dicho que en aquel momento él pensaba este era dinero en el papel .",B1
36883,"Gustaria viajar a Espana , por eso ¿ puedes hacer un invitacion privado para mi ?",B1
10091,"Omar el pequeño de la familia tiene 17 años , es un alumno de segunda enseñanza .",A1
22503,"Él nació en Washington_D.C. , Estados_Unidos y después movió a Corea con su familia .",A2
1889,"Mi horario es 9:30a.m.+-+16:30p.m. 9:30a.m.+-+16:30p.m. 9:30a.m.+-+16:30p.m. , hasta lunes a viernes , excepto estos horas , cualquer tiempo .",B1
27087,Porque quiero compartir una cosa feliz contigo .,B1
38597,"Tienes mi numero de movil y mi correo ,",B1
34151,Me gusta mucho mi familia !,A1
15255,A_menudo paseamos un rato con ella y pasamos tiempo juntos .,A2
5637,"Incluso , hubo un hombre que nos quería cambiar por cien camellos !",A2
30369,"Tiene el pello corto y nero , y los ojos neros también .",A1
5018,"Amigos de trabajo , vecinos , y personas que yo ni conocía !",B1
30006,Por veces me quedo mirando a ella escribiendo y me siento inspirado a hacer algo también .,A2
20769,Ellos llegarán en el hotel en 02_de_marzo y salgarán en 07_de_marzo_de_2012 .,A2
8013,"Es trabajardo es un profersor , cada veces veo es trabaja o ve la peliodisca .",A1
45680,Adios ...,A1
41838,Y tu esposo está todavía mesero en una restaurante de tres estrellas Michelin ?,B1
5667,"Estas vacaciones fueron interesante et variedadas , un_poco de todos playa deporte museos compras y restaurantes",A2
39221,A mi no me gusta mucho deportes pero tengo que ver algunos jugos de fútbol porque a mi padre le gusta mucho .,A1
11504,"Los actores son Juanes : el hombre , Ana_Belén : la mujer .",C1
13252,Esta incluye todas las personas y por eso los niños .,B2
39342,Espero a una respuesta muy rapida,B1
2974,"Mi hermana menor , Giovana , tiene trinta_y_cuatro años .",A1
20841,Nos encantó mucho andar por las calles para descubrir la ciudad .,B1
1337,"Primero , antes de subir el aavión , me exigían que les entregara mi equipaje porque mi equipaje es un_poco pesado y tenía que pagar más .",B1
29761,Además probabamos los bañuelos sabrosos y incluso pudimos a consequir una moneda pequeña de hiero con los señales extraños .,B1
42614,Miercoles el 30_de_Noviembre_de_2010,B2
35760,"Durante mi universidad , he pubulicado tres papeles sobre el combio de corpus",B2
17457,Le gustan bailar y leer libros .,A2
23105,"Voy a una tienda de trajes , la tienda tienes muchos vestidos , faldas y vaqueros con estan con rebajas .",A1
14077,Esutudia economía hace 3 y media años .,A2
1596,"Llama me domingo ;) Sino estoy libre , martes a_partir_de las ocho hasta la mediodía .",B1
4810,"Normalmente , ella prepara las comidas para todos , y limpiar todos partes de casa .",A2
7475,Pero sus padres nacieron en Belarus .,A2
35882,"A saber Que en los paquetes de cigarrillo  FUMQR MATA  , entonces ¿ Porqué la gente sigue fumando hasta hoy_en_día ?",B2
42019,Tu tienes disponibilidad para lo período de 05_de_noviembre hasta 04_de_deciembre ?,A2
31956,"No quiero el rugby , pienso que es un desporte brutál , pero quiero la boxe .",A1
1717,"Hoy , te escribo porqué queria venir en España dentro_de seis meses para estudiar la lengua española .",B1
15073,Me gusta mucho leer libros fantasticos y me interesanta historia de España .,A1
4021,"en otro parte , para otras personas que se no fumar es un mal motelo .",B2
951,"Los sitios turisticos fueron muy interesentes , los Españoles que encontré fueron muy simpáticos y las comidas fueron deliciosas .",A2
1446,"Además , Scheila é muy guapa , una chica alta , peros largos y rubio .",A2
22691,No soy grande o pequena .,A1
20178,Por eso creo que es mejor ir a Espana por las proximas vacaciones .,A2
15801,Creo que están a el mismo nivel que las de el año pasado .,A2
2180,"Me gustaria reservar un habitacion doble con bano independiente , aire acondicionado , minibar , vista a el mar , televisor , computador con internet y dvd .",A2
34923,"Me sentía fatal ¡ Es que necesito mucho mi equipaje , por eso , le pido que vaya a buscar lo rápido , por_favor .",B1
28828,"Es decir puedes cambiar o impedir muchas cosas , en_cambio sería imposible que volvieras a el pasado .",B2
7249,Una historia que no puedo olvidar .,B1
7250,Es que MariRose nos va dejar después de la clase para hacer mas trabajo .,A1
27602,Un día mi hermana y yo decidimos a jugar un chiste en mi hermano .,B1
44589,"Pues , escribo para solicitar que esta compañía tome las providencias y que se responsabilize por todos los gastados que tuve por esta infelicidad .",B1
8398,"Hace dos meses , empieze un curso de espanol .",B1
4955,"me gusta ver peliculas tambien , y el mas fantastico pelicula que ve es : V_for_vendeta ....",A1
25969,Estaba ciega y no podía ver nada .,B1
21265,"Tengo una amiga que hace las estatísticas : hace 5 años que no fumo , y arrollé 2_mil euros .",B2
34253,Se llama Mónica y ella es una persona muy interesante !,A2
33101,Trabajo toda la semana .,A1
14521,Llevo gafas siempre .,A1
24775,te escribes este carta por te dice que lo he hecho estas ultimas vacaciones .,A2
779,"Le gustan las películas independientes extranjeras , las películas de acción con peleas , la musica clásica y el rock de cuando era pequeña .",A2
24562,"Hoy es el cumple años de mi mejor amiga , Ines .",A1
19339,Estudia arquitectura en la universidad_ALBA .,A1
27553,Tengo un hermana y el tiene 27 anos .,A1
10653,Regresso tarde a casa .,A1
16808,Rafa_Nadal es el tenisista muy famós .,A2
40596,¿ Es posible para ti enviar me un correo electrónico con lugares o barios agradables en Barcelona para vivir ?,B1
27061,El favorito era uno de los mas famosos personajes politicos en el gobierno de el epoca .,A2
23927,Normalmente Ana estudia en escuela y hace su tarea de casa o habla con Anton sobre muchas cosas .,A2
11128,Quisiera que me prestaras un servicio .,B1
8475,Yo Llegué ayer por la noche de Buenos_Aires .,A2
15727,Cierta de contar con la habitual cortesia de la conpañia .,B1
44252,¿ Podríamos encontrar nos para charlar un día ?,B1
27316,Matt empieza la instrucc'ion .,C1
15296,Mi amigo mejor se llama Eugenio .,A2
35658,"Lo más único es que , yo puedo a hablar español más rápido y no doy mucho miedo de la cultura exotica .",A2
16822,Tengo clases y tengo que hacer dos prácticas .,A1
46019,Estimado/a señor/a :,B1
10173,Tengo los ojos grises y el pelo liso rubio corto .,A1
15505,Voy a España el próximo verano en 6_de_Julio en el aeropuerto .,B1
7793,Espero que te acostumbres pronto y puedas trabajar y disflutar bien .,B1
977,"Mis amigos y yo fuimos a Times_Square , 5th_avenue , Ellis_Island , y mucho más .",A2
24626,"Yo estou casado con Flávia , e tengo una hija que se llama Gabriele .",A1
44537,Por_Favor Quiero una rápida respuesta y si no qu estoy obligada a cambiar porque primero la factura fue mucho más alta de lo que me habían prometido y el servicio tampoco no fue bien,C1
24109,Yo fui com mi marido a Gramado / RS .,A2
33258,!,A1
16382,A Jessie le encanta la comida allí .,A2
16169,"Yo tengo ojos negros , el pelo corto y llevo gafas .",A1
23538,"Es profesor , a 50 años .",A2
45413,Era una adolescente cuando vi,C1
31219,Mi padre tiene un amigo mejor y él em mucho especial a mi padre .,A2
10475,quiero que ser como Sara en el futuro .,A2
26163,"Conocí un poco de la ciudad , pero la mayor parte de el tiempo estuve en lo evento .",A2
37642,"¿ Te recuerdas de mi , tu amiga Annick ?",B1
25127,Yo estudio en la Universidad_Pernambucana_de_Salud en el quinto año de la carrera de medicina humana .,B2
26814,No tienes esperar para mí .,A1
29637,"Me llamo Marcelo , soy brasileño de Porto_Alegre y tengo 21 años .",A1
9591,Muchos besos .,A1
11958,A mí me gustaria pagar en tarjeta de crédito .,A2
45105,"Todas las noches , voy a la Univesidad estudiar relaciones internacionales , y por eso creo que un viaje para Chile tería grande valor en mi vida academica , y tambíen en vi vida personal .",B2
45993,Tel : 0032493194372,B2
34410,¡ Deseo recibir tu respuesta pronto !,B1
31019,Te dejo mi teléfono : 33604475 .,B1
24216,"Necesito un triple , para yo y dos amigos .",A2
37319,"Me quedé en Lima por una semana , con solo dos pantalones y una camiseta , lo que es inaceptable ya_que estamos en invierno en el hemisferio sur .",B1
35065,"Sabes cuanto me gustaría conocer Madrid y , además , te echo de menos , pues hace mucho tiempo que no vuelves a el Brasil .",B1
17894,Pero no me gusta ir a el fútbal .,A1
43141,Hola Tiago !,B1
15610,"Por eso , veo que su universidad es la ideal para mi .",B2
18918,Soy Svetlana y voy a trabajar con vosotros en el proximo mes .,A1
46504,Luiz,A1
10678,"Tengo 23 años y vivo con mis compañeros aqui , en Santiago .",A1
15665,Mi padres no trabajan .,A1
3761,"Papa ,",A1
19847,Celso tiene cincoenta años y Fernando veinte y dos años .,A1
34763,"Fuimos a visitar otra vez la estatua de la libertad , visitamos tambien el museo_cosmopolitan de el Arte donde habia una exposicion de el arte arabo-islamico .",A2
2363,"Soy Patricia , vivo en Francia y estoy buscando una habitación por mis vacaciones .",A2
241,"Tambien , ¡ se ricibe una tapa con cada cerveza en restaurantes !",A2
23558,"En proximo april , vamos a ir a Argentina por visitar las provincias de Cordoba y de Entre_los_Rios .",A2
26103,Entonces tuve que comprar a nuevos vestidos .,B1
38798,"hace mucho tiempo que nos vimos ; ¿ que tal la salud , tus dolores de cabesa han desaparacido ?",B1
25631,¿ Qué tal la vida ¿ Quiero contar te sobre mis últimas vacaciones .,A2
32622,Espero que mi propuesta no interfiera en nuestra amistad .,B1
13529,"Lo siento por la urgencía , pero si nos ayudas entonces tendres un grupo de clientes regular .",A2
46302,Director Comercial,C1
28945,Si hay mucha gente que fuma en lugares públicos los otros van a pagar también .,B2
42755,"Otro aspecto de el estilo de la película que me gusta mucho es que aunque la película toma lugar en la Ciudad_de_México , no es muy evidente .",C1
10159,Quiero un habitacion doble con ventana grande con la vista de el rio y el mesquito .,A2
46572,Espero ver os pronto,A1
32643,Porque hacía menos baños que era necesitario .,B1
12923,Yo queiro reserar una habitación .,A2
43349,¿ Que es tu secreta ?,B1
6025,"te gusta mucho aprender idiomas , ver la tele y tambien bailar . pero lo mas te encanta ir de compras",A2
40879,"No os vai a decir todas las burocracias que tuvimos que pasar desde la entrada de el avión hasta la llegada a el hotel , así mi postal se quedaría muy pesado para vosotros .",A2
23955,"Tuvó muchas comidas muy buenas , y las personas de Nanjing fuieron muy interesante .",A2
11429,Pero lo encanto bailar .,A2
20821,Me gustaba las playas mucho .,A2
17196,Quiero advertir le .,B1
32614,Cuando volvimos a Samara que es mi ciudad natal me encontré con mi amiga mejor .,A2
27669,Yo voy a Santiago en el mes de deciembre .,A2
